DOM,date,time,yaw,pitch,roll,aX,aY,aZ,gX,gY,gZ,hX,hY,hZ,Temp,Humid
1,2/3/2021,14:52:50,196.985748291016,-34.5455932617188,179.932708740234,0,5.74392240526743E-41,-0.997917652130127,-1.01890329415965E-18,-5174.9619140625,-0.389840006828308,0.0866666659712791,-1.3406377823017E+20,0.114848487079144,41.53,13.5
1,2/3/2021,14:53:00,196.985748291016,-34.5455932617188,179.932708740234,1.10933564796705E-30,6.08275637394117E-41,-0.997919082641602,-1.01890329415965E-18,-11607.259765625,-0.874401092529297,0.0866666659712791,-1.3406377823017E+20,0.114848487079144,41.53,13.45
1,2/3/2021,14:53:10,196.985748291016,-34.5455932617188,179.932708740234,0,4.7330256931035E-41,-0.997213006019592,-2.61525674173114E-17,-8390.9892578125,-0.632120549678802,0.086060605943203,-1.35087168468931E+20,0.114242427051067,41.51,13.46
1,2/3/2021,14:53:20,196.985748291016,-34.5455932617188,179.932708740234,0,9.50080358812226E-43,-0.99781060218811,-2.02086060233107E-16,-8391.716796875,-0.632120549678802,0.0848484858870506,-1.31505311429358E+20,0.114848487079144,41.55,13.46
1,2/3/2021,14:53:30,196.985748291016,-34.5455932617188,179.932708740234,0,4.78038958119768E-41,-0.997012853622437,-1.01890329415965E-18,-8391.2314453125,-0.632120549678802,0.0881818160414696,-1.3457547334955E+20,0.117272727191448,41.54,13.46
2,2/3/2021,14:43:40,0,0,0,0,0,0,0,0,0,0,0,0,42.58,13.64
2,2/3/2021,14:43:50,0,0,0,0,0,0,0,0,0,0,0,0,42.67,13.61
2,2/3/2021,14:44:00,0,0,0,0,0,0,0,0,0,0,0,0,42.65,13.54
2,2/3/2021,14:44:10,0,0,0,0,0,0,0,0,0,0,0,0,42.7,13.54
2,2/3/2021,14:44:20,0,0,0,0,0,0,0,0,0,0,0,0,42.72,13.49
2,2/3/2021,14:44:30,0,0,0,0,0,0,0,0,0,0,0,0,42.81,13.51
2,2/3/2021,14:44:40,0,0,0,0,0,0,0,0,0,0,0,0,42.88,13.47
